,block size,box type,data structure,memory size,num cell probes,num disk accesses,num points,num queries
0,8,bigBoxes,NaiveStruct,32,2000000,268699,2000,1000
1,8,smallBoxes,NaiveStruct,32,2000000,250003,2000,1000
2,8,bigBoxes,XBST,32,403514,67882,2000,1000
3,8,smallBoxes,XBST,32,14197,5199,2000,1000
4,8,bigBoxes,XBST_non_veb,32,403514,71597,2000,1000
5,8,smallBoxes,XBST_non_veb,32,14197,8779,2000,1000
6,8,bigBoxes,RangeTree,32,130878,44927,2000,1000
7,8,smallBoxes,RangeTree,32,28954,8577,2000,1000
8,8,bigBoxes,RangeTree_non_veb,32,130878,49759,2000,1000
9,8,smallBoxes,RangeTree_non_veb,32,28954,10024,2000,1000
10,8,bigBoxes,Coors,32,154086,39216,2000,1000
11,8,smallBoxes,Coors,32,15052,6300,2000,1000
12,8,bigBoxes,NaiveStruct,64,2000000,265029,2000,1000
13,8,smallBoxes,NaiveStruct,64,2000000,250003,2000,1000
14,8,bigBoxes,XBST,64,403514,65614,2000,1000
15,8,smallBoxes,XBST,64,14197,4674,2000,1000
16,8,bigBoxes,XBST_non_veb,64,403514,68656,2000,1000
17,8,smallBoxes,XBST_non_veb,64,14197,7663,2000,1000
18,8,bigBoxes,RangeTree,64,130878,41683,2000,1000
19,8,smallBoxes,RangeTree,64,28954,7957,2000,1000
20,8,bigBoxes,RangeTree_non_veb,64,130878,46513,2000,1000
21,8,smallBoxes,RangeTree_non_veb,64,28954,9351,2000,1000
22,8,bigBoxes,Coors,64,154086,37444,2000,1000
23,8,smallBoxes,Coors,64,15052,5826,2000,1000
24,8,bigBoxes,NaiveStruct,128,2000000,262598,2000,1000
25,8,smallBoxes,NaiveStruct,128,2000000,250003,2000,1000
26,8,bigBoxes,XBST,128,403514,64175,2000,1000
27,8,smallBoxes,XBST,128,14197,4112,2000,1000
28,8,bigBoxes,XBST_non_veb,128,403514,66972,2000,1000
29,8,smallBoxes,XBST_non_veb,128,14197,6780,2000,1000
30,8,bigBoxes,RangeTree,128,130878,39666,2000,1000
31,8,smallBoxes,RangeTree,128,28954,7461,2000,1000
32,8,bigBoxes,RangeTree_non_veb,128,130878,44456,2000,1000
33,8,smallBoxes,RangeTree_non_veb,128,28954,8778,2000,1000
34,8,bigBoxes,Coors,128,154086,36123,2000,1000
35,8,smallBoxes,Coors,128,15052,5347,2000,1000
36,16,bigBoxes,NaiveStruct,256,2000000,131461,2000,1000
37,16,smallBoxes,NaiveStruct,256,2000000,125003,2000,1000
38,16,bigBoxes,XBST,256,403514,33165,2000,1000
39,16,smallBoxes,XBST,256,14197,3007,2000,1000
40,16,bigBoxes,XBST_non_veb,256,403514,35979,2000,1000
41,16,smallBoxes,XBST_non_veb,256,14197,5415,2000,1000
42,16,bigBoxes,RangeTree,256,130878,25934,2000,1000
43,16,smallBoxes,RangeTree,256,28954,6045,2000,1000
44,16,bigBoxes,RangeTree_non_veb,256,130878,30917,2000,1000
45,16,smallBoxes,RangeTree_non_veb,256,28954,7673,2000,1000
46,16,bigBoxes,Coors,256,154086,20787,2000,1000
47,16,smallBoxes,Coors,256,15052,3984,2000,1000
48,32,bigBoxes,NaiveStruct,1024,2000000,65832,2000,1000
49,32,smallBoxes,NaiveStruct,1024,2000000,63003,2000,1000
50,32,bigBoxes,XBST,1024,403514,15248,2000,1000
51,32,smallBoxes,XBST,1024,14197,1685,2000,1000
52,32,bigBoxes,XBST_non_veb,1024,403514,17826,2000,1000
